query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
PPGIJJGB_04529,1448139.AI20_19025,0.0,1017.0,"COG0043@1|root,COG0043@2|Bacteria,1MU62@1224|Proteobacteria,1RNH8@1236|Gammaproteobacteria,1Y40U@135624|Aeromonadales",2|Bacteria,H,"Catalyzes the decarboxylation of 3-octaprenyl-4-hydroxy benzoate to 2-octaprenylphenol, an intermediate step in ubiquinone biosynthesis",ubiD,"GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008150,GO:0008152,GO:0008694,GO:0009058,GO:0009108,GO:0009987,GO:0016020,GO:0016829,GO:0016830,GO:0016831,GO:0018799,GO:0042180,GO:0042181,GO:0042802,GO:0043167,GO:0043169,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0051186,GO:0051188,GO:0071704,GO:0071944,GO:1901576,GO:1901661,GO:1901663","4.1.1.61,4.1.1.98","ko:K03182,ko:K16239","ko00130,ko00627,ko01100,ko01110,ko01120,map00130,map00627,map01100,map01110,map01120",M00117,"R01238,R04985,R04986",RC00391,"ko00000,ko00001,ko00002,ko01000",-,-,"iECO111_1330.ECO111_4669,iIT341.HP0396",UbiD
PPGIJJGB_04530,1448139.AI20_19030,1.14e-230,636.0,"2FIIZ@1|root,31T31@2|Bacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PPGIJJGB_04531,1448139.AI20_19035,2.44e-303,827.0,"COG1158@1|root,COG1158@2|Bacteria,1MUCF@1224|Proteobacteria,1RP95@1236|Gammaproteobacteria,1Y3TP@135624|Aeromonadales",2|Bacteria,K,"Facilitates transcription termination by a mechanism that involves Rho binding to the nascent RNA, activation of Rho's RNA-dependent ATPase activity, and release of the mRNA from the DNA template",rho,"GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004386,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006353,GO:0006355,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008186,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0030554,GO:0031323,GO:0031326,GO:0032553,GO:0032555,GO:0032559,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0035639,GO:0036094,GO:0042623,GO:0042802,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097367,GO:0097659,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2001141",-,"ko:K02887,ko:K03628","ko03010,ko03018,map03010,map03018",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011,ko03019,ko03021",-,-,-,"ATP-synt_ab,Rho_N,Rho_RNA_bind"
PPGIJJGB_04532,1448139.AI20_19040,2.31e-73,219.0,"COG3118@1|root,COG3118@2|Bacteria,1MZBB@1224|Proteobacteria,1S5WR@1236|Gammaproteobacteria,1Y4G7@135624|Aeromonadales",2|Bacteria,O,Belongs to the thioredoxin family,trxA,"GO:0003674,GO:0003756,GO:0003824,GO:0004791,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005788,GO:0005829,GO:0006662,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0012505,GO:0015035,GO:0015036,GO:0016032,GO:0016209,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016671,GO:0016853,GO:0016860,GO:0016864,GO:0018904,GO:0019725,GO:0031974,GO:0033554,GO:0034599,GO:0042221,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044281,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045454,GO:0047134,GO:0050789,GO:0050794,GO:0050896,GO:0051704,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070013,GO:0070887,GO:0071704,GO:0097237,GO:0098754,GO:0098869,GO:0140096,GO:1990748",-,ko:K03671,"ko04621,ko05418,map04621,map05418",-,-,-,"ko00000,ko00001,ko03110",-,-,"iECW_1372.ECW_m4079,iECs_1301.ECs4714,iEKO11_1354.EKO11_4576,iG2583_1286.G2583_4574,iSBO_1134.SBO_3791,iSDY_1059.SDY_3968,iSF_1195.SF3854,iSSON_1240.SSON_3952,iS_1188.S3905,iWFL_1372.ECW_m4079,iZ_1308.Z5291",Thioredoxin
PPGIJJGB_04533,1448139.AI20_19045,1.78e-300,820.0,"COG0513@1|root,COG0513@2|Bacteria,1MU49@1224|Proteobacteria,1RMWA@1236|Gammaproteobacteria,1Y3U8@135624|Aeromonadales",2|Bacteria,JKL,DEAD-box RNA helicase involved in RNA degradation. Has RNA-dependent ATPase activity and unwinds double-stranded RNA,rhlB,"GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006401,GO:0006725,GO:0006807,GO:0008026,GO:0008144,GO:0008150,GO:0008152,GO:0008186,GO:0009056,GO:0009057,GO:0009987,GO:0010501,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019439,GO:0019904,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046700,GO:0070035,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0097718,GO:0140098,GO:1901265,GO:1901360,GO:1901361,GO:1901363,GO:1901575",3.6.4.13,"ko:K03732,ko:K11927","ko03018,map03018",M00394,-,-,"ko00000,ko00001,ko00002,ko01000,ko03019",-,-,-,"DEAD,Helicase_C"
PPGIJJGB_04534,1448139.AI20_19050,0.0,968.0,"COG0248@1|root,COG0248@2|Bacteria,1MV35@1224|Proteobacteria,1RN3V@1236|Gammaproteobacteria,1Y417@135624|Aeromonadales",2|Bacteria,F,"Catalyzes the conversion of pppGpp to ppGpp. Guanosine pentaphosphate (pppGpp) is a cytoplasmic signaling molecule which together with ppGpp controls the stringent response , an adaptive process that allows bacteria to respond to amino acid starvation, resulting in the coordinated regulation of numerous cellular activities",gppA,"GO:0003674,GO:0003824,GO:0004309,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006164,GO:0006195,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0008894,GO:0009056,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009150,GO:0009152,GO:0009154,GO:0009163,GO:0009164,GO:0009165,GO:0009166,GO:0009259,GO:0009260,GO:0009261,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0015949,GO:0015969,GO:0015970,GO:0015972,GO:0015974,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0033865,GO:0033866,GO:0033869,GO:0033875,GO:0034030,GO:0034031,GO:0034032,GO:0034033,GO:0034034,GO:0034035,GO:0034036,GO:0034037,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0034656,GO:0042278,GO:0042451,GO:0042454,GO:0042455,GO:0042594,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044282,GO:0044283,GO:0044464,GO:0046128,GO:0046129,GO:0046130,GO:0046390,GO:0046434,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0055086,GO:0071496,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0072523,GO:0090407,GO:1901068,GO:1901069,GO:1901070,GO:1901135,GO:1901136,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901657,GO:1901658,GO:1901659","3.6.1.11,3.6.1.40",ko:K01524,"ko00230,map00230",-,R03409,RC00002,"ko00000,ko00001,ko01000",-,-,"iECABU_c1320.ECABU_c42590,iECED1_1282.ECED1_4463","HD,Ppx-GppA"
PPGIJJGB_04535,1448139.AI20_19055,1.15e-212,590.0,"2DKFZ@1|root,309D6@2|Bacteria,1REQQ@1224|Proteobacteria,1S796@1236|Gammaproteobacteria",2|Bacteria,S,Domain of unknown function (DUF4382),-,-,-,-,-,-,-,-,-,-,-,-,"CarboxypepD_reg,DUF4382"
PPGIJJGB_04536,1448139.AI20_19060,2.9e-56,175.0,"COG4568@1|root,COG4568@2|Bacteria",2|Bacteria,K,rho-dependent transcription termination,rof,"GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031554,GO:0031564,GO:0043244,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141",-,ko:K19000,-,-,-,-,"ko00000,ko03021",-,-,-,ROF
PPGIJJGB_04537,1448139.AI20_19065,5.19e-170,475.0,"COG0742@1|root,COG0742@2|Bacteria,1MX8Z@1224|Proteobacteria,1RMIB@1236|Gammaproteobacteria,1Y46C@135624|Aeromonadales",2|Bacteria,J,Specifically methylates the guanosine in position 1516 of 16S rRNA,rsmJ,"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0008990,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016435,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0036308,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360",2.1.1.242,ko:K15984,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,SAM_MT
PPGIJJGB_04538,1448139.AI20_19070,1.76e-176,491.0,"COG0834@1|root,COG0834@2|Bacteria,1RGJ5@1224|Proteobacteria,1S45T@1236|Gammaproteobacteria",2|Bacteria,ET,"Bacterial extracellular solute-binding proteins, family 3",-,-,-,ko:K02030,-,M00236,-,-,"ko00000,ko00002,ko02000",3.A.1.3,-,-,"GGDEF,HATPase_c,HisKA,Hpt,PAS_3,Response_reg,SBP_bac_3"
PPGIJJGB_04539,1448139.AI20_19075,0.0,1689.0,"COG3290@1|root,COG5001@1|root,COG3290@2|Bacteria,COG5001@2|Bacteria,1MU2C@1224|Proteobacteria,1RM8A@1236|Gammaproteobacteria,1Y3KQ@135624|Aeromonadales",2|Bacteria,T,Putative diguanylate phosphodiesterase,-,-,"2.7.13.3,2.7.7.65","ko:K02476,ko:K21084","ko02026,map02026",-,-,-,"ko00000,ko00001,ko01000,ko01001,ko02022",-,-,-,"4HB_MCP_1,EAL,GGDEF,PAS,PAS_3,PAS_4,PAS_8,PAS_9"
PPGIJJGB_04540,1448139.AI20_19080,0.0,1359.0,"COG0339@1|root,COG0339@2|Bacteria,1MU1K@1224|Proteobacteria,1RMAH@1236|Gammaproteobacteria,1Y3G7@135624|Aeromonadales",2|Bacteria,E,Peptidase family M3,prlC,"GO:0003674,GO:0003824,GO:0004175,GO:0004180,GO:0004222,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006465,GO:0006508,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0008238,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016485,GO:0016787,GO:0019538,GO:0030288,GO:0030313,GO:0031975,GO:0034641,GO:0034645,GO:0042597,GO:0043167,GO:0043169,GO:0043170,GO:0043603,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046872,GO:0051604,GO:0070011,GO:0071704,GO:0090304,GO:0140096,GO:1901360,GO:1901564,GO:1901576","3.4.15.5,3.4.24.15,3.4.24.70","ko:K01284,ko:K01392,ko:K01414","ko04614,ko05143,map04614,map05143",-,-,-,"ko00000,ko00001,ko01000,ko01002",-,-,-,Peptidase_M3
PPGIJJGB_04541,1448139.AI20_19085,1.35e-238,656.0,"COG0113@1|root,COG0113@2|Bacteria,1MWMW@1224|Proteobacteria,1RP6Q@1236|Gammaproteobacteria,1Y464@135624|Aeromonadales",2|Bacteria,H,Belongs to the ALAD family,hemB,"GO:0003674,GO:0003824,GO:0004655,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006778,GO:0006779,GO:0006782,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009987,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0043167,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046148,GO:0046483,GO:0046501,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",4.2.1.24,ko:K01698,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R00036,"RC00918,RC01781","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,ALAD
PPGIJJGB_04542,1448139.AI20_19090,3.82e-183,509.0,"COG0084@1|root,COG0084@2|Bacteria,1MXN8@1224|Proteobacteria,1RNCC@1236|Gammaproteobacteria,1Y5IT@135624|Aeromonadales",2|Bacteria,L,TatD related DNase,tatD,"GO:0000175,GO:0000302,GO:0000738,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004527,GO:0004529,GO:0004532,GO:0004536,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006308,GO:0006725,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008296,GO:0008297,GO:0008310,GO:0008408,GO:0009056,GO:0009057,GO:0009636,GO:0009987,GO:0010035,GO:0016070,GO:0016787,GO:0016788,GO:0016796,GO:0016888,GO:0016893,GO:0016895,GO:0016896,GO:0019439,GO:0034641,GO:0034655,GO:0042221,GO:0042493,GO:0042542,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046677,GO:0046700,GO:0046872,GO:0050896,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090503,GO:0140097,GO:0140098,GO:1901360,GO:1901361,GO:1901575,GO:1901700",-,ko:K03424,-,-,-,-,"ko00000,ko01000",-,-,-,TatD_DNase
PPGIJJGB_04543,1448139.AI20_19095,7.63e-169,473.0,"COG0805@1|root,COG0805@2|Bacteria,1MVAY@1224|Proteobacteria,1RPRN@1236|Gammaproteobacteria,1Y3GC@135624|Aeromonadales",2|Bacteria,U,"Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatB, TatC is part of a receptor directly interacting with Tat signal peptides",tatC,"GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008320,GO:0008565,GO:0009314,GO:0009628,GO:0009977,GO:0015031,GO:0015291,GO:0015399,GO:0015405,GO:0015450,GO:0015833,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022884,GO:0031224,GO:0031226,GO:0032991,GO:0033036,GO:0033281,GO:0034613,GO:0042802,GO:0042886,GO:0042887,GO:0043953,GO:0044425,GO:0044459,GO:0044464,GO:0045184,GO:0046907,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0065002,GO:0070727,GO:0071702,GO:0071705,GO:0071806,GO:0071944,GO:0098796,GO:0098797,GO:1904680",-,ko:K03118,"ko03060,ko03070,map03060,map03070",M00336,-,-,"ko00000,ko00001,ko00002,ko02044",2.A.64,-,-,TatC
PPGIJJGB_04544,1448139.AI20_19100,3.58e-92,270.0,"COG1826@1|root,COG1826@2|Bacteria,1N73F@1224|Proteobacteria,1SD9K@1236|Gammaproteobacteria,1Y4V7@135624|Aeromonadales",2|Bacteria,U,"Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatC, TatB is part of a receptor directly interacting with Tat signal peptides. TatB may form an oligomeric binding site that transiently accommodates folded Tat precursor proteins before their translocation",tatB,"GO:0002790,GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008320,GO:0008565,GO:0009306,GO:0009977,GO:0009987,GO:0015031,GO:0015291,GO:0015399,GO:0015405,GO:0015450,GO:0015833,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022884,GO:0031224,GO:0031226,GO:0032940,GO:0032991,GO:0033036,GO:0033281,GO:0034613,GO:0042802,GO:0042886,GO:0042887,GO:0043953,GO:0044425,GO:0044459,GO:0044464,GO:0045184,GO:0046903,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0065002,GO:0070727,GO:0071702,GO:0071705,GO:0071806,GO:0071944,GO:0098796,GO:0098797,GO:1904680",-,"ko:K03116,ko:K03117","ko03060,ko03070,map03060,map03070",M00336,-,-,"ko00000,ko00001,ko00002,ko02044",2.A.64,-,-,MttA_Hcf106
PPGIJJGB_04545,1448139.AI20_19105,9.4e-48,153.0,"COG1826@1|root,COG1826@2|Bacteria,1N6S4@1224|Proteobacteria,1SCC7@1236|Gammaproteobacteria,1Y62N@135624|Aeromonadales",2|Bacteria,U,Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. TatA could form the protein-conducting channel of the Tat system,tatA,"GO:0002790,GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005887,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008320,GO:0008565,GO:0009306,GO:0009977,GO:0009987,GO:0015031,GO:0015291,GO:0015399,GO:0015405,GO:0015450,GO:0015833,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022884,GO:0031224,GO:0031226,GO:0032940,GO:0032991,GO:0033036,GO:0033281,GO:0034613,GO:0042802,GO:0042886,GO:0042887,GO:0043953,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0045184,GO:0046903,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0065002,GO:0070727,GO:0071702,GO:0071705,GO:0071806,GO:0071944,GO:0098796,GO:0098797,GO:1904680",-,"ko:K03116,ko:K03425","ko03060,ko03070,map03060,map03070",M00336,-,-,"ko00000,ko00001,ko00002,ko02044",2.A.64,-,-,MttA_Hcf106
PPGIJJGB_04546,1448139.AI20_19110,0.0,1097.0,"COG0661@1|root,COG0661@2|Bacteria,1MU1Z@1224|Proteobacteria,1RNQM@1236|Gammaproteobacteria,1Y3GT@135624|Aeromonadales",2|Bacteria,H,Is probably a protein kinase regulator of UbiI activity which is involved in aerobic coenzyme Q (ubiquinone) biosynthesis,ubiB,"GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009987,GO:0016020,GO:0016021,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0031224,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0042180,GO:0042181,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044283,GO:0044425,GO:0044464,GO:0051186,GO:0051188,GO:0071704,GO:0071944,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1901576,GO:1901661,GO:1901663",-,ko:K03688,-,-,-,-,ko00000,-,-,iYL1228.KPN_04331,ABC1
PPGIJJGB_04547,1448139.AI20_19115,9.83e-134,380.0,"COG3165@1|root,COG3165@2|Bacteria,1R1CM@1224|Proteobacteria,1S745@1236|Gammaproteobacteria,1Y4P2@135624|Aeromonadales",2|Bacteria,S,SCP-2 sterol transfer family,yigP,"GO:0006082,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009987,GO:0019752,GO:0032150,GO:0042180,GO:0042181,GO:0043436,GO:0043648,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0046417,GO:0051186,GO:0051188,GO:0071704,GO:1901576,GO:1901661,GO:1901663",-,ko:K03690,-,-,-,-,ko00000,-,-,-,SCP2
PPGIJJGB_04548,1448139.AI20_19120,5.87e-177,493.0,"COG0500@1|root,COG2226@2|Bacteria,1MX8I@1224|Proteobacteria,1RMAU@1236|Gammaproteobacteria,1Y3E9@135624|Aeromonadales",2|Bacteria,H,"Methyltransferase required for the conversion of demethylmenaquinol (DMKH2) to menaquinol (MKH2) and the conversion of 2-polyprenyl-6-methoxy-1,4-benzoquinol (DDMQH2) to 2- polyprenyl-3-methyl-6-methoxy-1,4-benzoquinol (DMQH2)",ubiE,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0006766,GO:0008150,GO:0008152,GO:0008168,GO:0008169,GO:0008171,GO:0008425,GO:0008757,GO:0009058,GO:0009108,GO:0009110,GO:0009233,GO:0009234,GO:0009987,GO:0016020,GO:0016740,GO:0016741,GO:0030580,GO:0032259,GO:0040007,GO:0042180,GO:0042181,GO:0042372,GO:0042374,GO:0043333,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0051186,GO:0051188,GO:0052624,GO:0071704,GO:0071944,GO:0102955,GO:1901576,GO:1901661,GO:1901663","2.1.1.163,2.1.1.201",ko:K03183,"ko00130,ko01100,ko01110,map00130,map01100,map01110","M00116,M00117","R04990,R04993,R06859,R08774,R09736","RC00003,RC01253,RC01662","ko00000,ko00001,ko00002,ko01000",-,-,"iAF1260.b3833,iBWG_1329.BWG_3511,iE2348C_1286.E2348C_4147,iEC042_1314.EC042_4213,iEC55989_1330.EC55989_4310,iECDH10B_1368.ECDH10B_4024,iECDH1ME8569_1439.ECDH1ME8569_3712,iECH74115_1262.ECH74115_5274,iECIAI1_1343.ECIAI1_4028,iECIAI39_1322.ECIAI39_3162,iECO103_1326.ECO103_4330,iECO111_1330.ECO111_4661,iECO26_1355.ECO26_4752,iECSE_1348.ECSE_4121,iECSP_1301.ECSP_4888,iECUMN_1333.ECUMN_4359,iECW_1372.ECW_m4135,iECs_1301.ECs4763,iEKO11_1354.EKO11_4524,iETEC_1333.ETEC_4110,iEcDH1_1363.EcDH1_4146,iEcE24377_1341.EcE24377A_4354,iEcHS_1320.EcHS_A4057,iEcSMS35_1347.EcSMS35_4216,iEcolC_1368.EcolC_4175,iG2583_1286.G2583_4633,iJO1366.b3833,iJR904.b3833,iSBO_1134.SBO_3847,iSDY_1059.SDY_3910,iSFV_1184.SFV_3665,iSF_1195.SF3911,iSFxv_1172.SFxv_4263,iSSON_1240.SSON_4008,iS_1188.S3843,iSbBS512_1146.SbBS512_E4305,iUMNK88_1353.UMNK88_4663,iWFL_1372.ECW_m4135,iY75_1357.Y75_RS17910,iZ_1308.Z5355",Ubie_methyltran
PPGIJJGB_04549,1448139.AI20_19125,5.5e-80,238.0,"COG0239@1|root,COG0239@2|Bacteria,1MZNH@1224|Proteobacteria,1S8RQ@1236|Gammaproteobacteria,1Y4QX@135624|Aeromonadales",2|Bacteria,D,"Important for reducing fluoride concentration in the cell, thus reducing its toxicity",crcB,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008509,GO:0015075,GO:0015103,GO:0015318,GO:0015698,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:0098656,GO:0098660,GO:0098661,GO:1903424,GO:1903425",-,ko:K06199,-,-,-,-,"ko00000,ko02000","1.A.43.1,1.A.43.2,1.A.43.3",-,-,CRCB
PPGIJJGB_04550,1448139.AI20_19130,4.99e-312,849.0,"COG0402@1|root,COG0402@2|Bacteria,1MX34@1224|Proteobacteria,1RMPF@1236|Gammaproteobacteria",2|Bacteria,F,cytosine deaminase,codA,"GO:0003674,GO:0003824,GO:0004131,GO:0005488,GO:0005506,GO:0005515,GO:0006139,GO:0006206,GO:0006208,GO:0006209,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008198,GO:0008270,GO:0009056,GO:0009112,GO:0009987,GO:0016787,GO:0016810,GO:0016814,GO:0019239,GO:0019439,GO:0019858,GO:0034641,GO:0035888,GO:0042802,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0046113,GO:0046483,GO:0046700,GO:0046872,GO:0046914,GO:0055086,GO:0071704,GO:0072527,GO:0072529,GO:0102480,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575",3.5.4.1,ko:K01485,"ko00240,ko00330,ko01100,map00240,map00330,map01100",-,"R00974,R01411,R02922","RC00074,RC00514,RC00809","ko00000,ko00001,ko01000",-,-,"iECIAI39_1322.ECIAI39_0343,iEcSMS35_1347.EcSMS35_0368",Amidohydro_3
